LANE DESCRIPTION,SOURCE,REGION,DESTINATION,TRUCK SIZE,UNUSED,RATE (KES)
KBL NBO F20 - EMBU 7.5T KEG,NBO,Mountain,EMBU,7.5T,,26301.47
KBL NBO F20 - EMBU 7.5T SPIRIT,NBO,Mountain,EMBU,7.5T,,26301.47
KBL NBO F20 - EMBU P/up Beer,NBO,Mountain,EMBU,P/UP,,25526.67
KBL NBO F20 - EMBU P/up Spirit,NBO,Mountain,EMBU,P/UP,,24826.67
KBL NBO F20 - GARISSA 14T BEER,NBO,Mountain,GARISSA,14T,,92022.83
KBL NBO F20 - GARISSA 14T SPIRIT,NBO,Mountain,GARISSA,14T,,91297.14
KBL NBO F20 - GARISSA 30T BEER,NBO,Mountain,GARISSA,30T,,152578.2
KBL NBO F20 - GARISSA 30T SPIRIT,NBO,Mountain,GARISSA,30T,,146871.52
KBL NBO F20 - GARISSA 7.5T BEER,NBO,Mountain,GARISSA,7.5T,,70282.29
KBL NBO F20 - GARISSA 7.5T SPIRIT,NBO,Mountain,GARISSA,7.5T,,69540.25
KBL NBO F20 - GARISSA P/up Beer,NBO,Mountain,GARISSA,P/UP,,63708.53
KBL NBO F20 - GARISSA P/up Spirit,NBO,Mountain,GARISSA,P/UP,,63008.53
KBL NBO F20 - GATUNDU 14T BEER,NBO,Mountain,GATUNDU,14T,,17458.86
KBL NBO F20 - GATUNDU 14T SPIRIT,NBO,Mountain,GATUNDU,14T,,16733.17
KBL NBO F20 - GATUNDU 30T BEER,NBO,Mountain,GATUNDU,30T,,25996.41
KBL NBO F20 - GATUNDU 30T SPIRIT,NBO,Mountain,GATUNDU,30T,,25622.26
KBL NBO F20 - GATUNDU 7.5T BEER,NBO,Mountain,GATUNDU,7.5T,,14192.73
KBL NBO F20 - GATUNDU 7.5T SPIRIT,NBO,Mountain,GATUNDU,7.5T,,13450.68
KBL NBO F20 - GATUNDU P/up Beer,NBO,Mountain,GATUNDU,P/UP,,12758.8
KBL NBO F20 - GATUNDU P/up Spirit,NBO,Mountain,GATUNDU,P/UP,,12058.8
KBL NBO F20 - GILGIL 14T Keg,NBO,Mountain,GILGIL,14T,,37193.62
KBL NBO F20 - GILGIL 30T Keg,NBO,Mountain,GILGIL,30T,,58381.47
KBL NBO F20 - GILGIL 7.5T Keg,NBO,Mountain,GILGIL,7.5T,,29016.29
KBL NBO F20 - GITHUNGURI 14T SPIRIT,NBO,Mountain,GITHUNGURI,14T,,19186.64
KBL NBO F20 - GITHUNGURI 30T SPIRIT,NBO,Mountain,GITHUNGURI,30T,,26014.09
KBL NBO F20 - GITHUNGURI 7.5T SPIRIT,NBO,Mountain,GITHUNGURI,7.5T,,13624.67
KBL NBO F20 - GITHUNGURI P/up Spirit,NBO,Mountain,GITHUNGURI,P/UP,,12216.06
KBL NBO F20 - IKUTHA 14T Keg,NBO,Mountain,IKUTHA,14T,,53095.41
KBL NBO F20 - IKUTHA 14T Spirit,NBO,Mountain,IKUTHA,14T,,53095.41
KBL NBO F20 - IKUTHA 30T Keg,NBO,Mountain,IKUTHA,30T,,101206.18
KBL NBO F20 - IKUTHA 30T Spirit,NBO,Mountain,IKUTHA,30T,,100506.18
KBL NBO F20 - IKUTHA 7.5T Keg,NBO,Mountain,IKUTHA,7.5T,,48379.96
KBL NBO F20 - IKUTHA 7.5T Spirit,NBO,Mountain,IKUTHA,7.5T,,47569.0
KBL NBO F20 - IKUTHA P/up Spirit,NBO,Mountain,IKUTHA,P/UP,,43112.25
KBL NBO F20 - ISIOLO 14T BEER,NBO,Mountain,ISIOLO,14T,,69296.15
KBL NBO F20 - ISIOLO 14T SPIRIT,NBO,Mountain,ISIOLO,14T,,68570.46
KBL NBO F20 - ISIOLO 30T BEER,NBO,Mountain,ISIOLO,30T,,112670.46
KBL NBO F20 - ISIOLO 30T SPIRIT,NBO,Mountain,ISIOLO,30T,,112670.46
KBL NBO F20 - ISIOLO 7.5T BEER,NBO,Mountain,ISIOLO,7.5T,,53141.34
KBL NBO F20 - ISIOLO 7.5T SPIRIT,NBO,Mountain,ISIOLO,7.5T,,52399.3
KBL NBO F20 - ISIOLO P/up Beer,NBO,Mountain,ISIOLO,P/UP,,48096.01
KBL NBO F20 - ISIOLO P/up Spirit,NBO,Mountain,ISIOLO,P/UP,,47396.01
KBL NBO F20 - Juja 14T BEER,NBO,Mountain,JUJA,14T,,14779.54
KBL NBO F20 - Juja 14T KEG,NBO,Mountain,JUJA,14T,,16133.79
KBL NBO F20 - Juja 14T SPIRIT,NBO,Mountain,JUJA,14T,,13921.86
KBL NBO F20 - Juja 30T BEER,NBO,Mountain,JUJA,30T,,21705.0
KBL NBO F20 - Juja 30T KEG,NBO,Mountain,JUJA,30T,,21808.95
KBL NBO F20 - Juja 30T SPIRIT,NBO,Mountain,JUJA,30T,,20955.94
KBL NBO F20 - Juja 7.5T BEER,NBO,Mountain,JUJA,7.5T,,13976.22
KBL NBO F20 - Juja 7.5T KEG,NBO,Mountain,JUJA,7.5T,,12148.77
KBL NBO F20 - Juja 7.5T SPIRIT,NBO,Mountain,JUJA,7.5T,,11378.69
KBL NBO F20 - JUJA P/up Beer,NBO,Mountain,JUJA,P/UP,,10885.86
KBL NBO F20 - JUJA P/up Spirit,NBO,Mountain,JUJA,P/UP,,10185.86
KBL NBO F20 - KABATI 14T BEER,NBO,Mountain,KABATI,14T,,21923.65
KBL NBO F20 - KABATI 14T KEG,NBO,Mountain,KABATI,14T,,26293.96
KBL NBO F20 - KABATI 14T Spirit,NBO,Mountain,KABATI,14T,,21065.97
KBL NBO F20 - KABATI 30T BEER,NBO,Mountain,KABATI,30T,,33688.33
KBL NBO F20 - KABATI 30T KEG,NBO,Mountain,KABATI,30T,,39645.41
KBL NBO F20 - KABATI 30T Spirit,NBO,Mountain,KABATI,30T,,32702.17
KBL NBO F20 - KABATI 7.5T BEER,NBO,Mountain,KABATI,7.5T,,17499.57
KBL NBO F20 - KABATI 7.5T KEG,NBO,Mountain,KABATI,7.5T,,17458.69
KBL NBO F20 - KABATI 7.5T Spirit,NBO,Mountain,KABATI,7.5T,,16688.61
KBL NBO F20 - KABATI P/up Beer,NBO,Mountain,KABATI,P/UP,,15701.95
KBL NBO F20 - KABATI P/up Spirit,NBO,Mountain,KABATI,P/UP,,15001.95
KBL NBO F20 - Kagio 14T BEER,NBO,Mountain,KAGIO,14T,,31336.25
KBL NBO F20 - Kagio 14T KEG,NBO,Mountain,KAGIO,14T,,27793.93
KBL NBO F20 - KAGIO 14T Spirit,NBO,Mountain,KAGIO,14T,,30610.56
KBL NBO F20 - Kagio 30T BEER,NBO,Mountain,KAGIO,30T,,54372.78
KBL NBO F20 - Kagio 30T KEG,NBO,Mountain,KAGIO,30T,,54273.1
KBL NBO F20 - KAGIO 30T Spirit,NBO,Mountain,KAGIO,30T,,47910.87
KBL NBO F20 - Kagio 7.5T BEER,NBO,Mountain,KAGIO,7.5T,,24717.76
KBL NBO F20 - Kagio 7.5T KEG,NBO,Mountain,KAGIO,7.5T,,24745.79
KBL NBO F20 - KAGIO 7.5T Spirit,NBO,Mountain,KAGIO,7.5T,,23975.71
KBL NBO F20 - KAGIO P/up Beer,NBO,Mountain,KAGIO,P/UP,,22381.27
KBL NBO F20 - KAGIO P/up Spirit,NBO,Mountain,KAGIO,P/UP,,21681.27
KBL NBO F20 - Kahuro 14T KEG,NBO,Mountain,KAHURO,14T,,28786.44
KBL NBO F20 - KAHURO 14T SPIRIT,NBO,Mountain,KAHURO,14T,,27997.67
KBL NBO F20 - Kahuro 30T KEG,NBO,Mountain,KAHURO,30T,,56376.58
KBL NBO F20 - KAHURO 30T SPIRIT,NBO,Mountain,KAHURO,30T,,44207.65
KBL NBO F20 - Kahuro 7.5T KEG,NBO,Mountain,KAHURO,7.5T,,22567.47
KBL NBO F20 - KAHURO 7.5T SPIRIT,NBO,Mountain,KAHURO,7.5T,,21797.39
KBL NBO F20 - KAHURO P/up Spirit,NBO,Mountain,KAHURO,P/UP,,19619.95
KBL NBO F20 - KANGARI 14T Keg,NBO,Mountain,KANGARI,14T,,25803.45
KBL NBO F20 - KANGARI 30T Keg,NBO,Mountain,KANGARI,30T,,40109.38
KBL NBO F20 - KANGARI 7.5T Keg,NBO,Mountain,KANGARI,7.5T,,20368.95
KBL NBO F20 - Kangema 14T BEER,NBO,Mountain,KANGEMA,14T,,31682.83
KBL NBO F20 - Kangema 14T KEG,NBO,Mountain,KANGEMA,14T,,31682.83
KBL NBO F20 - KANGEMA 14T SPIRIT,NBO,Mountain,KANGEMA,14T,,30825.15
KBL NBO F20 - Kangema 30T BEER,NBO,Mountain,KANGEMA,30T,,44976.17
KBL NBO F20 - Kangema 30T KEG,NBO,Mountain,KANGEMA,30T,,44976.17
KBL NBO F20 - KANGEMA 30T SPIRIT,NBO,Mountain,KANGEMA,30T,,44976.17
KBL NBO F20 - Kangema 7.5T BEER,NBO,Mountain,KANGEMA,7.5T,,24944.83
KBL NBO F20 - Kangema 7.5T KEG,NBO,Mountain,KANGEMA,7.5T,,24944.83
KBL NBO F20 - KANGEMA 7.5T SPIRIT,NBO,Mountain,KANGEMA,7.5T,,24133.87
KBL NBO F20 - KANGEMA P/up Beer,NBO,Mountain,KANGEMA,P/UP,,22524.25
KBL NBO F20 - KANGEMA P/up Spirit,NBO,Mountain,KANGEMA EB,P/UP,,21824.25
KBL NBO F20 - KARATINA 14T BEER,NBO,Mountain,KARATINA,14T,,34204.95
KBL NBO F20 - KARATINA 14T KEG,NBO,Mountain,KARATINA,14T,,34204.95
KBL NBO F20 - KARATINA 14T SPIRIT,NBO,Mountain,KARATINA,14T,,34204.95
KBL NBO F20 - KARATINA 30T BEER,NBO,Mountain,KARATINA,30T,,55308.77
KBL NBO F20 - KARATINA 30T KEG,NBO,Mountain,KARATINA,30T,,62057.5
KBL NBO F20 - KARATINA 30T SPIRIT,NBO,Mountain,KARATINA,30T,,54322.61
KBL NBO F20 - KARATINA 7.5T BEER,NBO,Mountain,KARATINA,7.5T,,24954.25
KBL NBO F20 - KARATINA 7.5T KEG,NBO,Mountain,KARATINA,7.5T,,24954.25
KBL NBO F20 - KARATINA 7.5T SPIRIT,NBO,Mountain,KARATINA,7.5T,,24954.25
KBL NBO F20 - KARATINA P/up Beer,NBO,Mountain,KARATINA,P/UP,,24954.77
KBL NBO F20 - KARATINA P/up Spirit,NBO,Mountain,KARATINA,P/UP,,24254.77
KBL NBO F20 - Kerugoya 14T BEER,NBO,Mountain,KERUGOYA,14T,,28234.23
KBL NBO F20 - Kerugoya 14T KEG,NBO,Mountain,KERUGOYA,14T,,28234.23
KBL NBO F20 - KERUGOYA 14T SPIRIT,NBO,Mountain,KERUGOYA,14T,,28234.23
KBL NBO F20 - Kerugoya 30T BEER,NBO,Mountain,KERUGOYA,30T,,41486.87
KBL NBO F20 - Kerugoya 30T KEG,NBO,Mountain,KERUGOYA,30T,,41486.87
KBL NBO F20 - KERUGOYA 30T SPIRIT,NBO,Mountain,KERUGOYA,30T,,41486.87
KBL NBO F20 - Kerugoya 7.5T BEER,NBO,Mountain,KERUGOYA,7.5T,,34050.49
KBL NBO F20 - Kerugoya 7.5T KEG,NBO,Mountain,KERUGOYA,7.5T,,27950.0
KBL NBO F20 - KERUGOYA 7.5T SPIRIT,NBO,Mountain,KERUGOYA,7.5T,,27139.04
KBL NBO F20 - KERUGOYA P/up Beer,NBO,Mountain,KERUGOYA,P/UP,,25240.72
KBL NBO F20 - KERUGOYA P/up Spirit,NBO,Mountain,KERUGOYA,P/UP,,24540.72
KBL NBO F20 - Kianyaga 14T KEG,NBO,Mountain,KIANYAGA,14T,,35691.4
KBL NBO F20 - KIANYAGA 14T Spirit,NBO,Mountain,KIANYAGA,14T,,34902.63
KBL NBO F20 - Kianyaga 30T KEG,NBO,Mountain,KIANYAGA,30T,,57574.66
KBL NBO F20 - KIANYAGA 30T Spirit,NBO,Mountain,KIANYAGA,30T,,55321.18
KBL NBO F20 - Kianyaga 7.5T KEG,NBO,Mountain,KIANYAGA,7.5T,,27909.12
KBL NBO F20 - KIANYAGA 7.5T Spirit,NBO,Mountain,KIANYAGA,7.5T,,27139.04
KBL NBO F20 - KIANYAGA P/up Spirit,NBO,Mountain,KIANYAGA,P/UP,,24581.6
KBL NBO F20 - Kikuyu 14T KEG,NBO,Mountain,KIKUYU,14T,,14174.12
KBL NBO F20 - Kikuyu 30T KEG,NBO,Mountain,KIKUYU,30T,,28561.6
KBL NBO F20 - Kikuyu 7.5T KEG,NBO,Mountain,KIKUYU,7.5T,,11753.36
KBL NBO F20 - KINAMBA 14T KEG,NBO,Mountain,KINAMBA,14T,,62102.98
KBL NBO F20 - KINAMBA 14T Spirit,NBO,Mountain,KINAMBA,14T,,61314.21
KBL NBO F20 - KINAMBA 30T KEG,NBO,Mountain,KINAMBA,30T,,99291.99
KBL NBO F20 - KINAMBA 30T Spirit,NBO,Mountain,KINAMBA,30T,,98438.99
KBL NBO F20 - KINAMBA 7.5T KEG,NBO,Mountain,KINAMBA,7.5T,,19086.58
KBL NBO F20 - KINAMBA 7.5T Spirit,NBO,Mountain,KINAMBA,7.5T,,46778.16
KBL NBO F20 - KINAMBA P/up Spirit,NBO,Mountain,KINAMBA,P/UP,,42356.51
KBL NBO F20 - KIRITIRI 14T Keg,NBO,Mountain,KIRITIRI,14T,,42558.72
KBL NBO F20 - KIRITIRI 30T Keg,NBO,Mountain,KIRITIRI,30T,,67286.65
KBL NBO F20 - KIRITIRI 7.5T Keg,NBO,Mountain,KIRITIRI,7.5T,,32970.45
KBL NBO F20 - Kitengela 14T KEG,NBO,Mountain,KITENGELA,14T,,22965.43
KBL NBO F20 - Kitengela 30T KEG,NBO,Mountain,KITENGELA,30T,,32051.0
KBL NBO F20 - Kitengela 7.5T KEG,NBO,Mountain,KITENGELA,7.5T,,13375.91
KBL NBO F20 - LODWAR 14T BEER,NBO,Mountain,LODWAR,14T,,155263.51
KBL NBO F20 - LODWAR 14T SPIRIT,NBO,Mountain,LODWAR,14T,,155237.82
KBL NBO F20 - LODWAR 30T BEER,NBO,Mountain,LODWAR,30T,,324198.91
KBL NBO F20 - LODWAR 30T SPIRIT,NBO,Mountain,LODWAR,30T,,325263.25
KBL NBO F20 - LODWAR 7.5T BEER,NBO,Mountain,LODWAR,7.5T,,117441.52
KBL NBO F20 - LODWAR 7.5T SPIRIT,NBO,Mountain,LODWAR,7.5T,,117399.47
KBL NBO F20 - LODWAR P/up Beer,NBO,Mountain,LODWAR,P/UP,,106138.55
KBL NBO F20 - LODWAR P/up Spirit,NBO,Mountain,LODWAR,P/UP,,106138.55
KBL NBO F20 - LOITOKTOK 14T Spirit,NBO,Mountain,LOITOKTOK,14T,,50354.1
KBL NBO F20 - LOITOKTOK 30T Spirit,NBO,Mountain,LOITOKTOK,30T,,80968.08
KBL NBO F20 - LOITOKTOK 7.5T Spirit,NBO,Mountain,LOITOKTOK,7.5T,,38527.05
KBL NBO F20 - LOITOKTOK P/up Spirit,NBO,Mountain,LOITOKTOK,P/UP,,34875.6
KBL NBO F20 - LOKICHOGIO 14T BEER,NBO,Mountain,LOKICHOGIO,14T,,201951.53
KBL NBO F20 - LOKICHOGIO 14T SPIRIT,NBO,Mountain,LOKICHOGIO,14T,,201225.84
KBL NBO F20 - LOKICHOGIO 30T BEER,NBO,Mountain,LOKICHOGIO,30T,,328180.6
KBL NBO F20 - LOKICHOGIO 30T SPIRIT,NBO,Mountain,LOKICHOGIO,30T,,327784.64
KBL NBO F20 - LOKICHOGIO 7.5T BEER,NBO,Mountain,LOKICHOGIO,7.5T,,152052.0
KBL NBO F20 - LOKICHOGIO 7.5T SPIRIT,NBO,Mountain,LOKICHOGIO,7.5T,,151309.95
KBL NBO F20 - LOKICHOGIO P/up Beer,NBO,Mountain,LOKICHOGIO,P/UP,,137497.42
KBL NBO F20 - LOKICHOGIO P/up Spirit,NBO,Mountain,LOKICHOGIO,P/UP,,136797.42
KBL NBO F20 - MAKONGENI 14T Beer,NBO,Mountain,MAKONGENI,14T,,17866.61
KBL NBO F20 - MAKONGENI 14T SPIRIT,NBO,Mountain,MAKONGENI,14T,,17140.92
KBL NBO F20 - MAKONGENI 30T Beer,NBO,Mountain,MAKONGENI,30T,,23854.19
KBL NBO F20 - MAKONGENI 30T SPIRIT,NBO,Mountain,MAKONGENI,30T,,26299.05
KBL NBO F20 - MAKONGENI 7.5T Beer,NBO,Mountain,MAKONGENI,7.5T,,14493.25
KBL NBO F20 - MAKONGENI 7.5T SPIRIT,NBO,Mountain,MAKONGENI,7.5T,,13751.2
KBL NBO F20 - MAKONGENI P/up Beer,NBO,Mountain,MAKONGENI,P/UP,,13030.45
KBL NBO F20 - MAKONGENI P/up Spirit,NBO,Mountain,MAKONGENI,P/UP,,12330.45
KBL NBO F20 - MARALAL 14T BEER,NBO,Mountain,MARALAL,14T,,84993.59
KBL NBO F20 - MARALAL 14T SPIRIT,NBO,Mountain,MARALAL,14T,,84967.9
KBL NBO F20 - MARALAL 30T BEER,NBO,Mountain,MARALAL,30T,,303426.85
KBL NBO F20 - MARALAL 30T SPIRIT,NBO,Mountain,MARALAL,30T,,139126.25
KBL NBO F20 - MARALAL 7.5T BEER,NBO,Mountain,MARALAL,7.5T,,63817.44
KBL NBO F20 - MARALAL 7.5T SPIRIT,NBO,Mountain,MARALAL,7.5T,,63775.39
KBL NBO F20 - MARALAL P/up Beer,NBO,Mountain,MARALAL,P/UP,,57278.8
KBL NBO F20 - MARALAL P/up Spirit,NBO,Mountain,MARALAL,P/UP,,57278.8
KBL NBO F20 - Marimanti 14T KEG,NBO,Mountain,MARIMANTI,14T,,56312.96
KBL NBO F20 - Marimanti 30T KEG,NBO,Mountain,MARIMANTI,30T,,92301.0
KBL NBO F20 - Marimanti 7.5T KEG,NBO,Mountain,MARIMANTI,7.5T,,44425.79
KBL NBO F20 - MARSABIT 14T BEER,NBO,Mountain,MARSABIT,14T,,131519.88
KBL NBO F20 - MARSABIT 14T Keg,NBO,Mountain,MARSABIT,14T,,131582.95
KBL NBO F20 - MARSABIT 14T SPIRIT,NBO,Mountain,MARSABIT,14T,,130794.18
KBL NBO F20 - MARSABIT 30T BEER,NBO,Mountain,MARSABIT,30T,,200376.83
KBL NBO F20 - MARSABIT 30T KEG,NBO,Mountain,MARSABIT,30T,,200376.83
KBL NBO F20 - MARSABIT 30T SPIRIT,NBO,Mountain,MARSABIT,30T,,200376.83
KBL NBO F20 - MARSABIT 7.5T BEER,NBO,Mountain,MARSABIT,7.5T,,100018.85
KBL NBO F20 - MARSABIT 7.5T Keg,NBO,Mountain,MARSABIT,7.5T,,100046.88
KBL NBO F20 - MARSABIT 7.5T SPIRIT,NBO,Mountain,MARSABIT,7.5T,,99276.8
KBL NBO F20 - MARSABIT P/up Beer,NBO,Mountain,MARSABIT,P/UP,,90417.65
KBL NBO F20 - MARSABIT P/up Spirit,NBO,Mountain,MARSABIT,P/UP,,89758.53
KBL NBO F20 - MATHARE 14T Keg,NBO,Mountain,MATHARE,14T,,14174.12
KBL NBO F20 - MATHARE 30T Keg,NBO,Mountain,MATHARE,30T,,20918.44
KBL NBO F20 - MATHARE 7.5T Keg,NBO,Mountain,MATHARE,7.5T,,10411.62
KBL NBO F20 - MAUA 14T BEER,NBO,Mountain,MAUA,14T,,68478.03
KBL NBO F20 - MAUA 14T KEG,NBO,Mountain,MAUA,14T,,80080.63
KBL NBO F20 - MAUA 14T SPIRIT,NBO,Mountain,MAUA,14T,,67752.33
KBL NBO F20 - MAUA 30T BEER,NBO,Mountain,MAUA,30T,,109998.23
KBL NBO F20 - MAUA 30T KEG,NBO,Mountain,MAUA,30T,,109998.23
KBL NBO F20 - MAUA 30T SPIRIT,NBO,Mountain,MAUA,30T,,109998.23
KBL NBO F20 - MAUA 7.5T BEER,NBO,Mountain,MAUA,7.5T,,52265.22
KBL NBO F20 - MAUA 7.5T KEG,NBO,Mountain,MAUA,7.5T,,52293.25
KBL NBO F20 - MAUA 7.5T SPIRIT,NBO,Mountain,MAUA,7.5T,,51523.17
KBL NBO F20 - MAUA P/up Beer,NBO,Mountain,MAUA,P/UP,,47345.69
KBL NBO F20 - MAUA P/up Spirit,NBO,Mountain,MAUA,P/UP,,46645.69
KBL NBO F20 - MERU 14T BEER,NBO,Mountain,MERU,14T,,56983.45
KBL NBO F20 - MERU 14T KEG,NBO,Mountain,MERU,14T,,56983.45
KBL NBO F20 - MERU 14T SPIRIT,NBO,Mountain,MERU,14T,,56983.45
KBL NBO F20 - MERU 30T BEER,NBO,Mountain,MERU,30T,,71145.91
KBL NBO F20 - MERU 30T KEG,NBO,Mountain,MERU,30T,,71145.91
KBL NBO F20 - MERU 30T SPIRIT,NBO,Mountain,MERU,30T,,71145.91
KBL NBO F20 - MERU 7.5T BEER,NBO,Mountain,MERU,7.5T,,57483.03
KBL NBO F20 - MERU 7.5T KEG,NBO,Mountain,MERU,7.5T,,43910.41
KBL NBO F20 - MERU 7.5T SPIRIT,NBO,Mountain,MERU,7.5T,,68425.19
KBL NBO F20 - MERU P/up Beer,NBO,Mountain,MERU,P/UP,,39768.16
KBL NBO F20 - MERU P/up Spirit,NBO,Mountain,MERU,P/UP,,39068.16
KBL NBO F20 - MURANGA 14T BEER,NBO,Mountain,MURANGA,14T,,25354.08
KBL NBO F20 - MURANGA 14T Keg,NBO,Mountain,MURANG'A,14T,,25417.16
KBL NBO F20 - MURANGA 14T SPIRIT,NBO,Mountain,MURANGA,14T,,24628.39
KBL NBO F20 - MURANGA 30T BEER,NBO,Mountain,MURANGA,30T,,35619.51
KBL NBO F20 - MURANGA 30T Keg,NBO,Mountain,MURANG'A,30T,,45268.9
KBL NBO F20 - MURANGA 30T SPIRIT,NBO,Mountain,MURANGA,30T,,38615.2
KBL NBO F20 - MURANGA 7.5T BEER,NBO,Mountain,MURANGA,7.5T,,20056.22
KBL NBO F20 - MURANGA 7.5T Keg,NBO,Mountain,MURANG'A,7.5T,,20084.25
KBL NBO F20 - MURANGA 7.5T SPIRIT,NBO,Mountain,MURANGA,7.5T,,19314.17
KBL NBO F20 - MURANGA P/up Beer,NBO,Mountain,MURANG'A,P/UP,,18075.28
KBL NBO F20 - MURANGA P/up Spirit,NBO,Mountain,MURANG'A,P/UP,,17375.28
KBL NBO F20 - MUTOMO 14T KEG,NBO,Mountain,MUTOMO,14T,,52503.83
KBL NBO F20 - MUTOMO 14T Spirit,NBO,Mountain,MUTOMO,14T,,52503.83
KBL NBO F20 - MUTOMO 30T Keg,NBO,Mountain,MUTOMO,30T,,96798.54
KBL NBO F20 - MUTOMO 30T Spirit,NBO,Mountain,MUTOMO,30T,,96231.69
KBL NBO F20 - MUTOMO 7.5T Keg,NBO,Mountain,MUTOMO,7.5T,,39877.48
KBL NBO F20 - MUTOMO 7.5T SPIRIT,NBO,Mountain,MUTOMO,7.5T,,39877.48
KBL NBO F20 - MUTOMO P/up Spirit,NBO,Mountain,MUTOMO,P/UP,,41396.59
KBL NBO F20 - MWATATE 14T Keg,NBO,Mountain,MWATATE,14T,,91627.8
KBL NBO F20 - MWATATE 30T Keg,NBO,Mountain,MWATATE,30T,,146905.86
KBL NBO F20 - MWATATE 7.5T Keg,NBO,Mountain,MWATATE,7.5T,,69993.51
KBL NBO F20 - MWEA 14T BEER,NBO,Mountain,MWEA,14T,,24089.93
KBL NBO F20 - MWEA 14T Keg,NBO,Mountain,MWEA,14T,,24089.93
KBL NBO F20 - MWEA 14T SPIRIT,NBO,Mountain,MWEA,14T,,24089.93
KBL NBO F20 - MWEA 30T BEER,NBO,Mountain,MWEA,30T,,44600.5
KBL NBO F20 - MWEA 30T Keg,NBO,Mountain,MWEA,30T,,50248.73
KBL NBO F20 - MWEA 30T SPIRIT,NBO,Mountain,MWEA,30T,,43851.44
KBL NBO F20 - MWEA 7.5T Beer,NBO,Mountain,MWEA,7.5T,,19689.18
KBL NBO F20 - MWEA 7.5T Keg,NBO,Mountain,MWEA,7.5T,,19689.18
KBL NBO F20 - MWEA 7.5T SPIRIT,NBO,Mountain,MWEA,7.5T,,19689.18
KBL NBO F20 - MWEA P/up Beer,NBO,Mountain,MWEA,P/UP,,20176.98
KBL NBO F20 - MWEA P/up Spirit,NBO,Mountain,MWEA,P/UP,,19476.98
KBL NBO F20 - NANYUKI 14T BEER,NBO,Mountain,NANYUKI,14T,,48444.33
KBL NBO F20 - NANYUKI 14T KEG,NBO,Mountain,NANYUKI,14T,,48444.33
KBL NBO F20 - Nanyuki 14T SPIRIT,NBO,Mountain,NANYUKI,14T,,48444.33
KBL NBO F20 - NANYUKI 30T BEER,NBO,Mountain,NANYUKI,30T,,72445.17
KBL NBO F20 - NANYUKI 30T KEG,NBO,Mountain,NANYUKI,30T,,72445.17
KBL NBO F20 - Nanyuki 30T SPIRIT,NBO,Mountain,NANYUKI,30T,,72445.17
KBL NBO F20 - NANYUKI 7.5T BEER,NBO,Mountain,NANYUKI,7.5T,,38320.09
KBL NBO F20 - NANYUKI 7.5T KEG,NBO,Mountain,NANYUKI,7.5T,,38348.13
KBL NBO F20 - Nanyuki 7.5T SPIRIT,NBO,Mountain,NANYUKI,7.5T,,37578.05
KBL NBO F20 - NANYUKI P/up Beer,NBO,Mountain,NANYUKI,P/UP,,34676.89
KBL NBO F20 - NANYUKI P/up Spirit,NBO,Mountain,NANYUKI,P/UP,,33976.89
KBL NBO F20 - NJORO 14T BEER,NBO,Mountain,NJORO,14T,,59839.6
KBL NBO F20 - NJORO 30T BEER,NBO,Mountain,NJORO,30T,,84184.07
KBL NBO F20 - NJORO 7.5T BEER,NBO,Mountain,NJORO,7.5T,,39561.01
KBL NBO F20 - NJORO P/up Beer,NBO,Mountain,NJORO,P/UP,,34962.84
KBL NBO F20 - NKUBU 14T BEER,NBO,Mountain,NKUBU,14T,,53884.96
KBL NBO F20 - NKUBU 14T KEG,NBO,Mountain,NKUBU,14T,,65782.02
KBL NBO F20 - NKUBU 14T SPIRIT,NBO,Mountain,NKUBU,14T,,53159.26
KBL NBO F20 - NKUBU 30T BEER,NBO,Mountain,NKUBU,30T,,87422.96
KBL NBO F20 - NKUBU 30T KEG,NBO,Mountain,NKUBU,30T,,87422.96
KBL NBO F20 - NKUBU 30T SPIRIT,NBO,Mountain,NKUBU,30T,,87422.96
KBL NBO F20 - NKUBU 7.5T BEER,NBO,Mountain,NKUBU,7.5T,,53133.68
KBL NBO F20 - NKUBU 7.5T KEG,NBO,Mountain,NKUBU,7.5T,,41537.91
KBL NBO F20 - NKUBU 7.5T SPIRIT,NBO,Mountain,NKUBU,7.5T,,40767.83
KBL NBO F20 - NKUBU P/up Beer,NBO,Mountain,NKUBU,P/UP,,37623.57
KBL NBO F20 - NKUBU P/up Spirit,NBO,Mountain,NKUBU,P/UP,,36923.57
KBL NBO F20 - NYAMBARE 14T Keg,NBO,Mountain,NYAMBARE,14T,,19579.93
KBL NBO F20 - NYAMBARE 30T Keg,NBO,Mountain,NYAMBARE,30T,,29779.38
KBL NBO F20 - NYAMBARE 7.5T Keg,NBO,Mountain,NYAMBARE,7.5T,,15782.12
KBL NBO F20 - NYERI 14T BEER,NBO,Mountain,NYERI,14T,,39153.77
KBL NBO F20 - NYERI 14T KEG,NBO,Mountain,NYERI,14T,,39153.77
KBL NBO F20 - NYERI 14T SPIRIT,NBO,Mountain,NYERI,14T,,39153.77
KBL NBO F20 - NYERI 30T BEER,NBO,Mountain,NYERI,30T,,60775.74
KBL NBO F20 - NYERI 30T KEG,NBO,Mountain,NYERI,30T,,64926.36
KBL NBO F20 - NYERI 30T SPIRIT,NBO,Mountain,NYERI,30T,,63940.2
KBL NBO F20 - NYERI 7.5T BEER,NBO,Mountain,NYERI,7.5T,,31888.52
